District_Name,Crop,Season,Area,Crop_Year,Production,Predicted_Production,Predicted_Yield
ERNAKULAM,Dry ginger,Whole Year ,199.0,2009,588.0,245.97417,1.2360510897995838
ERNAKULAM,Sweet potato,Whole Year ,7.0,2009,81.0,10.598417,1.514059611729213
ERNAKULAM,Tapioca,Whole Year ,5265.0,2009,228343.0,8078.809,1.5344366727504748
ERNAKULAM,Turmeric,Whole Year ,279.0,2009,900.0,347.9117,1.2469953858296932
ERNAKULAM,Rice,Winter     ,5121.0,2009,10622.0,5515.4565,1.0770272491639816
ERNAKULAM,Rice,Autumn     ,3353.88,2010,6379.8,3975.5298,1.1853524232102073
ERNAKULAM,Sesamum,Kharif     ,6.06,2010,0.75,6.16498,1.0173234215663998
ERNAKULAM,Rice,Summer     ,1152.89,2010,2242.17,1775.2491,1.53982526130664
ERNAKULAM,Arecanut,Whole Year ,4549.93,2010,4889.9,7113.842,1.5635057675337862
ERNAKULAM,Banana,Whole Year ,6318.15,2010,59939.5,10204.18,1.615058155868411
ERNAKULAM,Black pepper,Whole Year ,5024.82,2010,717.77,8222.608,1.6363985970517352
ERNAKULAM,Cashewnut,Whole Year ,573.89,2010,184.56,734.09534,1.2791568713761565
ERNAKULAM,Dry ginger,Whole Year ,195.77,2010,638.04,248.9375,1.2715814476171017
ERNAKULAM,Tapioca,Whole Year ,5484.11,2010,221247.66,9049.218,1.650079552276942
ERNAKULAM,Turmeric,Whole Year ,264.52,2010,888.01,337.94598,1.2775819744696764
ERNAKULAM,Rice,Winter     ,4508.73,2010,9200.58,5206.236,1.1547011774587856
ERNAKULAM,Rice,Autumn     ,3134.85,2011,6488.16,3683.6082,1.175050849098641
ERNAKULAM,Sesamum,Kharif     ,4.31,2011,0.57,4.8257394,1.119661109906615
ERNAKULAM,Rice,Summer     ,718.83,2011,1567.97,1001.17145,1.3927791658026323
ERNAKULAM,Arecanut,Whole Year ,4943.83,2011,4639.87,8024.59,1.6231524635252426
ERNAKULAM,Banana,Whole Year ,5669.4,2011,54434.51,9641.491,1.7006193267254914
ERNAKULAM,Black pepper,Whole Year ,2456.42,2011,619.85,3863.0508,1.572634476697796
ERNAKULAM,Cashewnut,Whole Year ,648.12,2011,155.76,915.8943,1.4131554142895992
ERNAKULAM,Dry ginger,Whole Year ,197.54,2011,679.56,253.45464,1.2830547515445845
ERNAKULAM,Tapioca,Whole Year ,6142.77,2011,241774.09,10349.7,1.6848588170015317
ERNAKULAM,Turmeric,Whole Year ,319.12,2011,1000.26,425.28665,1.3326856718830788
ERNAKULAM,Rice,Winter     ,3877.16,2011,8516.26,4508.274,1.1627773746198893
ERNAKULAM,Rice,Autumn     ,1370.0,2012,2693.0,1522.3457,1.1112012431569342
ERNAKULAM,Rice,Summer     ,343.0,2012,770.0,479.9888,1.3993842567021229
ERNAKULAM,Arecanut,Whole Year ,4754.0,2012,4052.0,7233.1978,1.5214972136950462
ERNAKULAM,Banana,Whole Year ,5586.0,2012,50746.0,9185.439,1.644367965113677
ERNAKULAM,Black pepper,Whole Year ,2113.0,2012,631.0,3374.835,1.5971769810399905
ERNAKULAM,Cashewnut,Whole Year ,604.0,2012,149.0,747.9954,1.2384030171577505
ERNAKULAM,Dry ginger,Whole Year ,131.0,2012,388.0,177.87343,1.3578124301124166
ERNAKULAM,Mango,Whole Year ,4123.0,2012,32276.0,6743.0776,1.6354784469363934
ERNAKULAM,Papaya,Whole Year ,1162.0,2012,8391.0,1869.345,1.6087306116205895
ERNAKULAM,Sesamum,Whole Year ,13.0,2012,11.0,20.348469,1.565266829270583
ERNAKULAM,Sweet potato,Whole Year ,4.0,2012,46.0,7.262581,1.8156452178955078
ERNAKULAM,Tapioca,Whole Year ,5443.0,2012,211550.0,9185.439,1.6875692546619512
ERNAKULAM,Turmeric,Whole Year ,282.0,2012,759.0,365.0316,1.2944382471395723
ERNAKULAM,Rice,Winter     ,2227.0,2012,5070.0,2677.4114,1.2022502815236304
ERNAKULAM,Sesamum,Winter     ,13.0,2012,11.0,16.858538,1.2968105903038611
ERNAKULAM,Rice,Autumn     ,911.0,2013,1908.0,1120.0404,1.2294625743945526
ERNAKULAM,Rice,Summer     ,433.0,2013,940.0,664.6803,1.5350584245994514
ERNAKULAM,Arecanut,Whole Year ,4463.0,2013,3924.0,7009.2046,1.5705141361962245
ERNAKULAM,Banana,Whole Year ,5638.0,2013,54056.0,9641.491,1.7100906723904754
ERNAKULAM,Black pepper,Whole Year ,2026.0,2013,599.0,3341.1008,1.6491119595647212
ERNAKULAM,Cashewnut,Whole Year ,557.0,2013,168.0,737.2428,1.3235956873457135
ERNAKULAM,Dry ginger,Whole Year ,101.0,2013,304.0,142.17557,1.4076788873955755
ERNAKULAM,Mango,Whole Year ,4586.0,2013,33978.0,7220.9297,1.5745594608591365
ERNAKULAM,Sesamum,Whole Year ,28.0,2013,6.0,40.002426,1.4286580766950334
ERNAKULAM,Sweet potato,Whole Year ,6.0,2013,72.0,9.256003,1.5426672299702961
ERNAKULAM,Tapioca,Whole Year ,4975.0,2013,205464.0,8024.59,1.612982883165829
ERNAKULAM,Turmeric,Whole Year ,206.0,2013,567.0,276.85245,1.3439439199503185
ERNAKULAM,Rice,Winter     ,2708.0,2013,6208.0,3335.3228,1.231655374411466
ERNAKULAM,Rice,Autumn     ,1330.0,2014,2593.0,1522.3457,1.1446208294172933
ERNAKULAM,Rice,Summer     ,390.0,2014,857.0,541.7453,1.3890905135717146
ERNAKULAM,Arecanut,Whole Year ,4133.0,2014,4533.0,6783.539,1.64131116924752
ERNAKULAM,Banana,Whole Year ,4904.0,2014,44953.0,8024.59,1.6363356125101958
ERNAKULAM,Black pepper,Whole Year ,1913.0,2014,539.0,2978.6914,1.5570786232357554
ERNAKULAM,Cashewnut,Whole Year ,430.0,2014,122.0,600.0369,1.395434712254724
ERNAKULAM,Dry ginger,Whole Year ,84.0,2014,265.0,127.434906,1.5170822143554688
ERNAKULAM,Sesamum,Whole Year ,4.0,2014,1.07,7.262581,1.8156452178955078
ERNAKULAM,Sweet potato,Whole Year ,3.0,2014,36.0,5.5075274,1.835842450459798
ERNAKULAM,Tapioca,Whole Year ,5386.0,2014,229341.0,8696.342,1.6146197172066468
ERNAKULAM,Turmeric,Whole Year ,213.0,2014,640.0,276.85245,1.299776748872139
ERNAKULAM,Rice,Winter     ,2924.0,2014,6524.0,3512.7349,1.2013457124764877
IDUKKI,Arecanut,Whole Year ,4616.0,1997,7131.0,6497.2153,1.407542316297931
IDUKKI,Black pepper,Whole Year ,45566.0,1997,18706.0,55703.715,1.2224841953155863
IDUKKI,Cashewnut,Whole Year ,1600.0,1997,780.0,2286.6624,1.4291639709472657
IDUKKI,Tapioca,Whole Year ,10849.0,1997,317756.0,15890.099,1.4646602113386027
IDUKKI,Rice,Autumn     ,1065.0,1998,2314.0,1097.7952,1.0307935831132629
IDUKKI,Jowar,Kharif     ,2.0,1998,1.0,2.241097,1.1205484867095947
IDUKKI,Ragi,Kharif     ,42.0,1998,34.0,40.48121,0.9638383047921317
IDUKKI,Sesamum,Kharif     ,21.0,1998,1.0,20.125204,0.9583430517287481
IDUKKI,Rice,Summer     ,329.0,1998,812.0,426.59625,1.2966451441988032
IDUKKI,Arecanut,Whole Year ,2899.0,1998,2792.0,4038.9905,1.3932357635445412
IDUKKI,Banana,Whole Year ,1771.0,1998,23692.0,2690.2178,1.519038833109825
IDUKKI,Black pepper,Whole Year ,49749.0,1998,29372.0,61573.305,1.2376792435526343
IDUKKI,Cashewnut,Whole Year ,1143.0,1998,536.0,1713.0662,1.4987455486521215
IDUKKI,Dry ginger,Whole Year ,1561.0,1998,6486.0,2286.6624,1.4648701816243594
IDUKKI,Sugarcane,Whole Year ,2894.0,1998,202540.0,4038.9905,1.3956428744006997
IDUKKI,Sweet potato,Whole Year ,22.0,1998,250.0,28.132177,1.278735334222967
IDUKKI,Tapioca,Whole Year ,7027.0,1998,241324.0,10316.452,1.4681161446474313
IDUKKI,Turmeric,Whole Year ,626.0,1998,1505.0,782.24316,1.2495897189496805
IDUKKI,Rice,Winter     ,2452.0,1998,5869.0,2682.9531,1.0941896920880914
IDUKKI,Rice,Autumn     ,866.0,1999,2215.0,952.76465,1.1001901252165127
IDUKKI,Ragi,Kharif     ,33.0,1999,27.0,30.018456,0.9096501668294271
IDUKKI,Sesamum,Kharif     ,9.0,1999,2.0,8.784851,0.9760945638020834
IDUKKI,Rice,Summer     ,385.0,1999,1122.0,490.6669,1.2744594821682225
IDUKKI,Arecanut,Whole Year ,3348.0,1999,3312.0,5246.5737,1.5670769804267473
IDUKKI,Banana,Whole Year ,1138.0,1999,12190.0,1713.0662,1.5053305466690465
IDUKKI,Black pepper,Whole Year ,57211.0,1999,13629.0,65819.99,1.1504779183636014
IDUKKI,Cashewnut,Whole Year ,1341.0,1999,395.0,1845.8624,1.3764820482906879
IDUKKI,Dry ginger,Whole Year ,1711.0,1999,7369.0,2534.5684,1.481337439728229
IDUKKI,Sugarcane,Whole Year ,2624.0,1999,221640.0,3862.1665,1.4718622347203696
IDUKKI,Sweet potato,Whole Year ,17.0,1999,193.0,23.19448,1.3643812291762407
IDUKKI,Tapioca,Whole Year ,7775.0,1999,251629.0,11522.869,1.4820410470257235
IDUKKI,Turmeric,Whole Year ,416.0,1999,1000.0,547.8477,1.3169416280893178
IDUKKI,Rice,Winter     ,2389.0,1999,5719.0,2537.5225,1.0621693013551696
IDUKKI,Rice,Autumn     ,999.0,2000,2323.0,1029.0634,1.0300934479401276
IDUKKI,Ragi,Kharif     ,8.0,2000,7.0,7.0090947,0.876136839389801
IDUKKI,Sesamum,Kharif     ,11.0,2000,8.0,10.177639,0.9252399097789418
IDUKKI,Rice,Summer     ,291.0,2000,782.0,384.76837,1.3222280810379081
IDUKKI,Arecanut,Whole Year ,3682.0,2000,3805.0,5330.2573,1.4476527224928708
IDUKKI,Banana,Whole Year ,1306.0,2000,12372.0,1764.262,1.3508897112485643
IDUKKI,Black pepper,Whole Year ,58209.0,2000,23282.0,65819.99,1.1307528421292241
IDUKKI,Cashewnut,Whole Year ,1394.0,2000,594.0,1845.8624,1.3241480823226774
IDUKKI,Dry ginger,Whole Year ,1912.0,2000,7723.0,2706.528,1.4155481569936585
IDUKKI,Sugarcane,Whole Year ,1318.0,2000,111330.0,1845.8624,1.4005025999679912
IDUKKI,Sweet potato,Whole Year ,5.0,2000,57.0,7.9752526,1.5950505256652832
IDUKKI,Tapioca,Whole Year ,7794.0,2000,267112.0,11522.869,1.478428167901591
IDUKKI,Turmeric,Whole Year ,502.0,2000,1300.0,597.96875,1.1911728087649402
IDUKKI,Rice,Winter     ,2183.0,2000,4787.0,2402.8242,1.1006982220568025
IDUKKI,Rice,Autumn     ,1063.0,2001,2593.0,1100.1602,1.0349578139698965
IDUKKI,Ragi,Kharif     ,11.0,2001,9.0,10.177639,0.9252399097789418
IDUKKI,Sesamum,Kharif     ,7.0,2001,2.0,6.384903,0.9121289934430804
IDUKKI,Rice,Summer     ,555.0,2001,1297.0,734.8526,1.324058738914696
IDUKKI,Arecanut,Whole Year ,3942.0,2001,3432.0,5431.356,1.3778173406979326
IDUKKI,Banana,Whole Year ,1567.0,2001,13252.0,2286.6624,1.4592612338963784
IDUKKI,Black pepper,Whole Year ,60537.0,2001,24560.0,68045.48,1.1240311968300378
IDUKKI,Cashewnut,Whole Year ,1350.0,2001,547.0,1845.8624,1.3673055013020834
IDUKKI,Dry ginger,Whole Year ,1694.0,2001,6026.0,2534.5684,1.4962032818034239
IDUKKI,Sugarcane,Whole Year ,1344.0,2001,113520.0,1845.8624,1.3734095437186105
IDUKKI,Sweet potato,Whole Year ,7.0,2001,80.0,10.086917,1.4409881319318498
IDUKKI,Tapioca,Whole Year ,8224.0,2001,261523.0,12651.848,1.5384056002249513
IDUKKI,Turmeric,Whole Year ,349.0,2001,703.0,395.93604,1.1344872067514327
IDUKKI,Rice,Winter     ,2770.0,2001,6836.0,2979.6846,1.0756984008348376
IDUKKI,Rice,Autumn     ,1294.0,2002,3111.0,1309.1378,1.0116984678383405
IDUKKI,Jowar,Kharif     ,2.0,2002,1.0,2.215734,1.1078670024871826
IDUKKI,Ragi,Kharif     ,25.0,2002,20.0,22.545372,0.9018148803710937
IDUKKI,Sesamum,Kharif     ,6.0,2002,1.0,5.2037363,0.8672893842061361
IDUKKI,Rice,Summer     ,286.0,2002,538.0,384.34018,1.3438467812704873
IDUKKI,Arecanut,Whole Year ,4096.0,2002,3846.0,6083.2476,1.4851678609848022
IDUKKI,Banana,Whole Year ,1602.0,2002,13608.0,2286.6624,1.427379746264435
IDUKKI,Black pepper,Whole Year ,65142.0,2002,35534.0,77004.516,1.18210241664364
IDUKKI,Cashewnut,Whole Year ,1321.0,2002,788.0,1845.8624,1.3973220490218112
IDUKKI,Dry ginger,Whole Year ,1374.0,2002,4791.0,1845.8624,1.343422435777156
IDUKKI,Mango,Whole Year ,3142.0,2002,15543.0,4649.9272,1.4799259217357574
IDUKKI,Papaya,Whole Year ,761.0,2002,1895.0,986.6504,1.2965182531208936
IDUKKI,Sugarcane,Whole Year ,1473.0,2002,124420.0,2201.4724,1.4945501779425492
IDUKKI,Sweet potato,Whole Year ,6.0,2002,69.0,8.437617,1.4062695503234863
IDUKKI,Tapioca,Whole Year ,7806.0,2002,249774.0,11522.869,1.4761554113022035
IDUKKI,Turmeric,Whole Year ,257.0,2002,623.0,313.11337,1.2183399719950754
IDUKKI,Rice,Winter     ,2205.0,2002,4925.0,2397.2805,1.0872020487882652
IDUKKI,Rice,Autumn     ,1201.0,2003,2844.0,1236.3624,1.0294441521713675
IDUKKI,Jowar,Kharif     ,2.0,2003,1.0,2.4207194,1.2103596925735474
IDUKKI,Ragi,Kharif     ,74.0,2003,59.0,78.03669,1.0545498615986593
IDUKKI,Rice,Summer     ,77.0,2003,102.0,104.00795,1.3507525951831372
IDUKKI,Arecanut,Whole Year ,3831.0,2003,3635.0,5462.4717,1.425860527195902
IDUKKI,Banana,Whole Year ,1648.0,2003,14473.0,2567.413,1.557896290010619
IDUKKI,Black pepper,Whole Year ,68595.0,2003,36417.0,80973.41,1.1804563925942124
IDUKKI,Cashewnut,Whole Year ,1211.0,2003,536.0,1747.9208,1.4433697575286437
IDUKKI,Dry ginger,Whole Year ,904.0,2003,3635.0,1237.3073,1.3687027112572594
IDUKKI,Mango,Whole Year ,2982.0,2003,15709.0,4229.666,1.4183990662726358
IDUKKI,Papaya,Whole Year ,794.0,2003,1977.0,1006.72504,1.2679156632507478
IDUKKI,Sugarcane,Whole Year ,1595.0,2003,134620.0,2333.1873,1.462813326557602
IDUKKI,Sweet potato,Whole Year ,10.0,2003,115.0,14.212023,1.4212022781372071
IDUKKI,Tapioca,Whole Year ,7350.0,2003,274386.0,11510.502,1.5660546875
IDUKKI,Turmeric,Whole Year ,251.0,2003,584.0,320.39102,1.2764582538984686
IDUKKI,Rice,Winter     ,1950.0,2003,4580.0,2094.7092,1.0742098607772437
IDUKKI,Rice,Autumn     ,1147.0,2004,2943.0,1232.2825,1.0743526335685485
IDUKKI,Jowar,Kharif     ,2.0,2004,1.0,2.4207194,1.2103596925735474
IDUKKI,Ragi,Kharif     ,65.0,2004,52.0,67.355995,1.036246079664964
IDUKKI,Sesamum,Kharif     ,8.0,2004,6.0,7.6478653,0.9559831619262695
IDUKKI,Rice,Summer     ,157.0,2004,394.0,211.90918,1.3497399980095541
IDUKKI,Arecanut,Whole Year ,4054.0,2004,4351.0,6212.719,1.5324911786584239
IDUKKI,Banana,Whole Year ,1748.0,2004,11458.0,2744.954,1.5703398750357551
IDUKKI,Black pepper,Whole Year ,82316.0,2004,38787.0,98220.41,1.1932116022401478
IDUKKI,Cashewnut,Whole Year ,1270.0,2004,677.0,1754.1823,1.381245866910679
IDUKKI,Dry ginger,Whole Year ,876.0,2004,3181.0,1196.7573,1.366161329016838
IDUKKI,Sugarcane,Whole Year ,790.0,2004,66670.0,1006.72504,1.2743354893937895
IDUKKI,Sweet potato,Whole Year ,2.0,2004,23.0,3.4872265,1.7436132431030273
IDUKKI,Tapioca,Whole Year ,5823.0,2004,203171.0,9212.661,1.5821159424373175
IDUKKI,Turmeric,Whole Year ,281.0,2004,702.0,342.47507,1.2187724809205405
IDUKKI,Rice,Winter     ,1862.0,2004,4445.0,2094.7092,1.1249781033918502
IDUKKI,Rice,Autumn     ,850.0,2005,2093.0,924.5918,1.0877550551470587
IDUKKI,Rice,Summer     ,238.0,2005,649.0,312.7724,1.3141697474888392
IDUKKI,Arecanut,Whole Year ,4009.0,2005,4669.0,6212.719,1.5496930003195934
IDUKKI,Banana,Whole Year ,1828.0,2005,13883.0,2744.954,1.501616029301149
IDUKKI,Black pepper,Whole Year ,84219.0,2005,52063.0,103471.984,1.2286061859556632
IDUKKI,Cashewnut,Whole Year ,1197.0,2005,746.0,1747.9208,1.4602512751605576
IDUKKI,Dry ginger,Whole Year ,900.0,2005,3103.0,1237.3073,1.3747858344184027
IDUKKI,Sugarcane,Whole Year ,760.0,2005,51600.0,1006.72504,1.3246382060803865
IDUKKI,Sweet potato,Whole Year ,10.0,2005,115.0,14.212023,1.4212022781372071
IDUKKI,Tapioca,Whole Year ,6608.0,2005,205293.0,9706.098,1.4688404443477603
IDUKKI,Turmeric,Whole Year ,330.0,2005,787.0,401.35614,1.2162307276870266
IDUKKI,Rice,Winter     ,1844.0,2005,4758.0,2082.0864,1.1291141137642353
IDUKKI,Rice,Autumn     ,851.0,2006,2345.0,924.5918,1.0864768470916568
IDUKKI,Jowar,Kharif     ,11.0,2006,6.0,11.105179,1.0095617120916194
IDUKKI,Ragi,Kharif     ,6.0,2006,5.0,5.7083406,0.9513901074727377
IDUKKI,Sesamum,Kharif     ,7.0,2006,3.0,6.958251,0.9940358570643834
IDUKKI,Rice,Summer     ,217.0,2006,569.0,287.08096,1.3229537471648185
IDUKKI,Arecanut,Whole Year ,3416.0,2006,5041.0,5358.239,1.568571068363949
IDUKKI,Banana,Whole Year ,1971.0,2006,14654.0,2761.596,1.4011141284960045
IDUKKI,Black pepper,Whole Year ,83652.0,2006,35299.0,103471.984,1.2369337777339453
IDUKKI,Cashewnut,Whole Year ,1240.0,2006,542.0,1754.1823,1.4146631056262602
IDUKKI,Dry ginger,Whole Year ,863.0,2006,2753.0,1196.7573,1.3867408160124566
IDUKKI,Sugarcane,Whole Year ,781.0,2006,48760.0,1006.72504,1.2890205334457026
IDUKKI,Sweet potato,Whole Year ,15.0,2006,173.0,21.698769,1.4465845743815104
IDUKKI,Tapioca,Whole Year ,7141.0,2006,230842.0,10840.106,1.5180095848358073
IDUKKI,Turmeric,Whole Year ,321.0,2006,730.0,399.2561,1.2437884844723521
IDUKKI,Rice,Winter     ,1810.0,2006,4593.0,2082.0864,1.1503239921443371
IDUKKI,Rice,Autumn     ,462.0,2007,1156.0,486.95276,1.0540103004092263
IDUKKI,Jowar,Kharif     ,1.0,2007,1.0,1.7316782,1.7316782474517822
IDUKKI,Ragi,Kharif     ,1.0,2007,1.0,1.7316782,1.7316782474517822
IDUKKI,Rice,Summer     ,58.0,2007,153.0,86.19689,1.4861533066322064
IDUKKI,Arecanut,Whole Year ,3451.0,2007,3886.0,5447.037,1.5783938305925818
IDUKKI,Banana,Whole Year ,2559.0,2007,18733.0,3600.275,1.406906956758011
IDUKKI,Black pepper,Whole Year ,65333.0,2007,23311.0,78330.55,1.1989430590207093
IDUKKI,Cashewnut,Whole Year ,1617.0,2007,588.0,2593.6494,1.603988505913729
IDUKKI,Dry ginger,Whole Year ,934.0,2007,2968.0,1348.8889,1.4442065481966007
IDUKKI,Sugarcane,Whole Year ,2105.0,2007,128260.0,3140.7249,1.4920308092710808
IDUKKI,Sweet potato,Whole Year ,7.0,2007,81.0,10.574419,1.5106312888009208
IDUKKI,Tapioca,Whole Year ,6374.0,2007,211702.0,9590.924,1.504694670242391
IDUKKI,Turmeric,Whole Year ,287.0,2007,588.0,366.35526,1.2764991467838087
IDUKKI,Rice,Winter     ,1670.0,2007,4650.0,1996.1654,1.195308625912238
IDUKKI,Rice,Autumn     ,494.0,2008,1302.0,502.94196,1.0181011246283527
IDUKKI,Jowar,Kharif     ,1.0,2008,1.0,1.7397137,1.7397136688232422
IDUKKI,Ragi,Kharif     ,5.0,2008,4.0,5.4060345,1.0812068939208985
IDUKKI,Sesamum,Kharif     ,5.0,2008,1.0,5.4060345,1.0812068939208985
IDUKKI,Rice,Summer     ,57.0,2008,135.0,85.9519,1.5079280117101836
IDUKKI,Arecanut,Whole Year ,3173.0,2008,3778.0,4806.7227,1.5148826524582415
IDUKKI,Banana,Whole Year ,2705.0,2008,23662.0,4068.658,1.5041249386263864
IDUKKI,Black pepper,Whole Year ,58290.0,2008,16708.0,67274.28,1.1541307471264368
IDUKKI,Cashewnut,Whole Year ,1365.0,2008,731.0,1908.0941,1.3978711474072802
IDUKKI,Dry ginger,Whole Year ,695.0,2008,2359.0,871.73083,1.2542889711668166
IDUKKI,Sugarcane,Whole Year ,2487.0,2008,191340.0,3605.326,1.4496686480636811
IDUKKI,Sweet potato,Whole Year ,3.0,2008,35.0,5.2878737,1.7626245816548665
IDUKKI,Tapioca,Whole Year ,7706.0,2008,255284.0,11936.813,1.5490284812564885
IDUKKI,Turmeric,Whole Year ,217.0,2008,441.0,264.79126,1.2202362201180876
IDUKKI,Rice,Winter     ,1564.0,2008,4057.0,1842.4128,1.1780133259570813
IDUKKI,Rice,Autumn     ,588.0,2009,1510.0,584.57404,0.9941735300077063
IDUKKI,Jowar,Kharif     ,10.0,2009,10.0,10.140053,1.0140052795410157
IDUKKI,Sesamum,Kharif     ,5.0,2009,2.0,5.4060345,1.0812068939208985
IDUKKI,Rice,Summer     ,209.0,2009,521.0,292.57303,1.3998709500691537
IDUKKI,Arecanut,Whole Year ,2753.0,2009,3148.0,4068.658,1.477899730833409
IDUKKI,Banana,Whole Year ,2541.0,2009,19506.0,3610.542,1.420913810384691
IDUKKI,Black pepper,Whole Year ,85739.0,2009,25472.0,105131.51,1.226180709041393
IDUKKI,Cashewnut,Whole Year ,1237.0,2009,497.0,1777.1642,1.4366727441958873
IDUKKI,Dry ginger,Whole Year ,691.0,2009,2316.0,871.73083,1.261549688800199
IDUKKI,Sugarcane,Whole Year ,2201.0,2009,222030.0,3200.3743,1.4540546422435825
IDUKKI,Sweet potato,Whole Year ,4.0,2009,46.0,6.9729342,1.743233561515808
IDUKKI,Tapioca,Whole Year ,6032.0,2009,213318.0,9618.274,1.5945415142676558
IDUKKI,Turmeric,Whole Year ,245.0,2009,555.0,288.23178,1.1764562490035078
IDUKKI,Rice,Winter     ,1531.0,2009,4106.0,1815.4817,1.185814297487345
IDUKKI,Rice,Autumn     ,418.33,2010,1083.47,507.33612,1.212765330254748
IDUKKI,Rice,Summer     ,220.64,2010,582.19,300.25577,1.3608401369754606
IDUKKI,Arecanut,Whole Year ,2520.54,2010,1789.52,3811.2673,1.5120836542901026
IDUKKI,Banana,Whole Year ,2665.37,2010,23265.38,4214.3535,1.5811514032291953
IDUKKI,Black pepper,Whole Year ,87273.78,2010,30919.38,114052.25,1.3068329342443974
IDUKKI,Cashewnut,Whole Year ,1200.93,2010,342.25,1840.3475,1.5324353077862052
IDUKKI,Dry ginger,Whole Year ,696.59,2010,2693.07,905.95703,1.3005599150863492
IDUKKI,Sugarcane,Whole Year ,2173.53,2010,217410.0,3378.2964,1.5542902038245388
IDUKKI,Tapioca,Whole Year ,6222.55,2010,240290.03,10204.18,1.6398710637118223
IDUKKI,Turmeric,Whole Year ,226.21,2010,559.01,271.9183,1.2020613785569134
IDUKKI,Rice,Winter     ,1180.4,2010,3078.76,1471.4618,1.2465789495020225
IDUKKI,Rice,Autumn     ,259.85,2011,626.12,302.58124,1.1644457871578553
IDUKKI,Sesamum,Kharif     ,0.97,2011,0.12,0.8909082,0.9184620429560082
IDUKKI,Rice,Summer     ,66.07,2011,157.18,94.29311,1.4271698760178009
IDUKKI,Arecanut,Whole Year ,2708.92,2011,2507.34,4359.5044,1.6093145587655782
IDUKKI,Banana,Whole Year ,2900.57,2011,25338.1,4591.3994,1.5829300496324858
IDUKKI,Black pepper,Whole Year ,44010.47,2011,22762.96,59548.758,1.353058892861176
IDUKKI,Cashewnut,Whole Year ,1497.12,2011,507.95,2407.2576,1.6079255960506673
IDUKKI,Dry ginger,Whole Year ,654.25,2011,3315.25,915.8943,1.3999148446455865
IDUKKI,Sugarcane,Whole Year ,2123.82,2011,227197.2,3374.835,1.5890400132485332
IDUKKI,Tapioca,Whole Year ,6317.9,2011,261059.05,10349.7,1.6381551140905206
IDUKKI,Turmeric,Whole Year ,204.36,2011,628.87,276.85245,1.3547291422478254
IDUKKI,Rice,Winter     ,937.82,2011,2352.15,1187.9304,1.2666934165638128
IDUKKI,Rice,Autumn     ,208.0,2012,512.0,246.25256,1.1839065551757812
IDUKKI,Rice,Summer     ,91.0,2012,166.0,142.69821,1.5681122161529877
IDUKKI,Arecanut,Whole Year ,2569.0,2012,2379.0,3868.64,1.5058933018988419
IDUKKI,Banana,Whole Year ,3080.0,2012,28844.0,5150.3286,1.6721846147017045
IDUKKI,Black pepper,Whole Year ,43755.0,2012,30424.0,59548.758,1.3609589261227288
IDUKKI,Cashewnut,Whole Year ,1537.0,2012,482.0,2463.861,1.6030325855461125
IDUKKI,Dry ginger,Whole Year ,591.0,2012,3445.0,747.4242,1.264677147776544
IDUKKI,Maize,Whole Year ,3.0,2012,3.0,5.5075274,1.835842450459798
IDUKKI,Mango,Whole Year ,5486.0,2012,53078.0,9185.439,1.674341861670616
IDUKKI,Papaya,Whole Year ,916.0,2012,6251.0,1429.2463,1.560312595950464
IDUKKI,Sugarcane,Whole Year ,1371.0,2012,14321.0,2015.5594,1.4701381825253008
IDUKKI,Sweet potato,Whole Year ,4.0,2012,108.0,7.262581,1.8156452178955078
IDUKKI,Tapioca,Whole Year ,6239.0,2012,303380.0,10349.7,1.6588716453458086
IDUKKI,Turmeric,Whole Year ,195.0,2012,784.0,253.45464,1.2997673621544472
IDUKKI,Rice,Winter     ,877.0,2012,2505.0,1123.2174,1.2807496091522947
IDUKKI,Rice,Autumn     ,62.0,2013,157.0,75.95508,1.2250819052419355
IDUKKI,Rice,Summer     ,39.0,2013,105.0,55.351578,1.4192712245843349
IDUKKI,Arecanut,Whole Year ,2381.0,2013,1795.0,3653.6526,1.5345033968461255
IDUKKI,Banana,Whole Year ,3211.0,2013,29664.0,5347.258,1.6652936195889132
IDUKKI,Black pepper,Whole Year ,42924.0,2013,15036.0,59548.758,1.3873068169904947
IDUKKI,Cashewnut,Whole Year ,1413.0,2013,530.0,2338.963,1.6553169785031847
IDUKKI,Dry ginger,Whole Year ,575.0,2013,3302.0,747.00806,1.2991444463315218
IDUKKI,Maize,Whole Year ,2.0,2013,3.0,3.6840096,1.8420047760009766
IDUKKI,Mango,Whole Year ,5642.0,2013,49346.0,9641.491,1.7088782720555653
IDUKKI,Sugarcane,Whole Year ,1660.0,2013,17559.0,2756.9814,1.6608321959713856
IDUKKI,Sweet potato,Whole Year ,4.0,2013,108.0,7.262581,1.8156452178955078
IDUKKI,Tapioca,Whole Year ,6332.0,2013,313513.0,10349.7,1.634507295532612
IDUKKI,Turmeric,Whole Year ,185.0,2013,733.0,234.16423,1.2657525964685388
IDUKKI,Rice,Winter     ,560.0,2013,1534.0,685.84265,1.2247190202985492
IDUKKI,Rice,Autumn     ,89.0,2014,206.0,117.26757,1.3176131516360166
IDUKKI,Rice,Summer     ,33.0,2014,89.0,45.61263,1.3822008768717449
IDUKKI,Arecanut,Whole Year ,2264.0,2014,1748.0,3518.3037,1.5540210737356448
IDUKKI,Banana,Whole Year ,3469.0,2014,31893.0,5853.0596,1.6872469213930528
