N,P,K,temperature,humidity,ph,rainfall,label
50,21,27,27.97784702,70.69454746,6.91812594,959.7451867,cashewnut
47,21,29,26.28065673,72.65841664,6.98170637,984.3914708,cashewnut
49,20,28,25.95568928,70.29015349,6.71211423,938.4378523,cashewnut
47,23,25,25.72737123,71.08591891,6.94040359,965.4626745,cashewnut
49,25,29,26.18427696,71.56758948,6.96579246,935.7106418,cashewnut
47,20,29,25.69369265,72.70128091,6.70139145,951.2574972,cashewnut
50,21,27,26.44037931,72.97136486,6.85448969,923.4899601,cashewnut
47,23,25,25.08981948,71.98623003,6.88693875,995.2841005,cashewnut
49,24,28,27.21624563,70.13048861,6.81114826,946.1184024,cashewnut
49,24,30,27.27800709,73.99848558,6.86875504,988.3291192,cashewnut
45,21,26,25.08800984,73.94235965,6.86478394,986.9532292,cashewnut
47,23,29,26.38364971,71.01092284,6.80370174,980.6109476,cashewnut
47,23,26,26.64398285,73.76222107,6.71293518,917.0368981,cashewnut
45,23,27,26.37066027,70.36315963,6.88747166,938.4342535,cashewnut
48,20,25,26.38629657,70.3614329,6.8249642,920.3785905,cashewnut
46,24,27,27.14734288,71.04999029,6.87327438,948.8807638,cashewnut
48,20,28,26.36646687,72.84169006,6.76781911,949.0776231,cashewnut
46,24,26,27.48014647,72.99557984,6.85321632,900.484174,cashewnut
46,23,28,26.88678328,72.73999436,6.86636895,982.35256,cashewnut
49,23,26,27.40142912,74.5815287,6.86985472,961.3559618,cashewnut
47,22,30,25.82931965,71.85989373,6.95979012,947.5558224,cashewnut
48,23,27,26.68588948,74.86216005,6.99184105,917.905956,cashewnut
49,22,26,25.80641035,70.5888518,6.9576401,901.2254624,cashewnut
47,21,30,27.32105812,71.22154125,6.94410051,910.7608831,cashewnut
49,23,27,26.75669673,73.59305873,6.7335064,991.6285858,cashewnut
48,21,27,27.60249841,71.64119332,6.75721524,953.6359931,cashewnut
45,21,28,26.67899524,72.10905066,6.81465375,977.9068869,cashewnut
49,22,27,26.74434201,74.65549821,6.84808486,948.8673535,cashewnut
50,23,29,26.67863761,71.44005141,6.91112614,974.7786549,cashewnut
48,24,28,27.43371205,70.69195064,6.98627649,997.5365013,cashewnut
45,20,25,26.3431903,71.29823036,6.79335071,953.4759047,cashewnut
48,23,25,26.02280311,74.13165789,6.99966479,936.5980138,cashewnut
49,21,25,27.54674225,72.00906927,6.91756839,918.3901939,cashewnut
50,23,25,27.41874382,70.61928826,6.94473038,999.3015513,cashewnut
49,21,25,25.73030573,74.27184962,6.7733712,981.4673949,cashewnut
45,21,28,26.92438792,74.68885088,6.94065481,925.5105683,cashewnut
50,25,30,27.49988431,74.15895159,6.72354788,930.2235262,cashewnut
47,22,30,25.88620024,74.68816166,6.74729883,913.6502299,cashewnut
46,20,27,25.51912912,71.0368275,6.88448619,915.871647,cashewnut
49,25,29,25.5158105,71.0526162,6.95583412,935.4729621,cashewnut
46,24,26,25.59973532,71.92599296,6.87071465,923.7197918,cashewnut
45,21,29,25.48055444,71.08523987,6.84672745,954.2681033,cashewnut
46,23,27,25.83767143,72.84284377,6.98391993,903.3901521,cashewnut
47,24,27,25.05757309,71.49561388,6.72369135,970.4877851,cashewnut
47,24,29,27.2712956,70.97585716,6.79099755,980.1851872,cashewnut
40,21,25,20.03721398,46.76440545,6.01953089,273.644059,coriander
39,21,23,20.57241102,45.31793476,6.169491,270.6631227,coriander
35,25,24,20.31308606,49.72724501,6.13638565,253.1666571,coriander
37,23,23,22.24238873,46.16377353,6.10129204,256.1342963,coriander
37,24,22,21.41401998,46.77592544,6.0962418,289.8620708,coriander
36,25,22,20.52499773,45.68488614,6.1324046,274.5398416,coriander
37,21,25,20.99846556,49.14874493,6.00960075,256.7683093,coriander
38,22,24,22.68907237,49.3947597,6.1853046,281.1791219,coriander
38,24,24,22.94685159,45.58302949,6.15488122,272.4627434,coriander
37,22,24,20.99904396,49.6964069,6.13829961,295.147929,coriander
40,23,23,20.50524157,47.28128338,6.11942647,288.4941298,coriander
38,22,23,20.19976961,49.75127581,6.16526278,287.1547732,coriander
38,22,24,20.20689895,47.57919323,6.07778267,287.5599279,coriander
38,22,22,20.9290872,47.95658096,6.15579378,299.5847188,coriander
39,22,24,20.77293657,49.66600799,6.03845898,289.7284658,coriander
37,24,20,22.82972377,46.09614872,6.06615109,264.9457313,coriander
36,21,24,21.31036756,47.64063795,6.17696572,268.7384078,coriander
35,24,21,20.1215457,49.34487232,6.01824118,253.4147559,coriander
38,25,23,22.39694578,45.50664171,6.13227943,289.3068707,coriander
39,21,25,21.22426802,49.79859041,6.10199253,291.5992619,coriander
37,24,21,22.52042846,49.56684734,6.1224935,259.0579803,coriander
38,24,22,22.65368377,49.83700909,6.09677376,255.8922473,coriander
40,22,21,21.49995394,46.25415108,6.07627227,259.1746805,coriander
36,22,22,20.84254941,47.48870919,6.0641362,268.882233,coriander
40,23,21,21.6116961,46.05661566,6.19427915,253.162512,coriander
37,20,21,20.31326362,46.59703572,6.1136064,286.4002899,coriander
37,24,21,22.30916099,49.7777597,6.08410586,255.2896362,coriander
38,22,21,20.866589,48.40638152,6.14774708,250.0974969,coriander
37,21,23,22.32624528,46.50216349,6.00783314,275.7917567,coriander
39,24,22,22.94309651,49.75474362,6.19337327,296.3012178,coriander
36,21,22,21.85512882,48.31302374,6.18433927,291.5092905,coriander
36,22,23,20.23450492,49.10238368,6.19320711,284.7140159,coriander
39,24,24,22.33823726,47.73368885,6.19690008,270.6451864,coriander
38,23,25,21.10372223,47.96046955,6.13254556,283.2008181,coriander
36,22,21,20.75339539,45.45526582,6.05368235,298.5792552,coriander
37,23,24,21.28536955,47.84196554,6.10470284,283.3314065,coriander
38,24,23,20.17327839,46.95441499,6.18154352,276.3621642,coriander
39,22,21,22.95225073,47.57368129,6.17065654,292.3014091,coriander
39,25,21,21.63507627,48.71624457,6.05332086,298.5029824,coriander
39,22,23,20.78841042,48.89230675,6.11046902,293.7252714,coriander
38,23,25,20.00517863,46.47050753,6.17574575,254.2788283,coriander
40,21,23,20.27764167,48.56551229,6.1354979,251.1628806,coriander
35,22,23,20.17418664,45.36295393,6.00928249,288.6160318,coriander
37,25,21,21.84650602,49.59415881,6.01016369,288.6111141,coriander
37,20,24,20.23140159,49.0823367,6.02426957,277.9721494,coriander
39,22,23,21.48690263,46.89893386,6.1955322,292.8578053,coriander
38,24,22,21.78040469,49.58201938,6.15954118,267.9478803,coriander
37,24,24,21.19370931,48.56653234,6.15802028,270.3455888,coriander
35,23,24,22.87260685,49.52513619,6.09414855,292.1442999,coriander
36,25,23,20.03290806,46.38485434,6.15733625,269.6256915,coriander
39,22,23,22.44199404,48.64333393,6.18963349,294.3009182,coriander
36,21,21,21.52900308,48.19149479,6.10396362,281.756248,coriander
37,25,22,22.68551426,47.67084351,6.02950406,291.5284172,coriander
40,21,25,22.29928045,48.00191858,6.17730813,254.779293,coriander
37,22,22,21.5421598,49.41407723,6.09185996,292.7226904,coriander
37,22,25,22.18454375,45.41188011,6.08387803,251.5433954,coriander
38,20,22,20.20361647,48.0125106,6.16832322,264.3257815,coriander
35,21,23,20.9272456,45.04503458,6.18905309,296.2372695,coriander
35,22,25,22.04974257,47.65945635,6.11769746,293.8161232,coriander
36,23,25,21.61791669,45.50426318,6.07396308,269.8013878,coriander
37,23,21,21.64728092,46.87050671,6.17863464,262.2983635,coriander
37,23,21,21.22125935,49.60746555,6.11624073,275.2599382,coriander
38,24,23,21.20321963,45.17329667,6.08679102,269.5801506,coriander
35,21,24,21.5403403,49.30983004,6.02503221,289.0784226,coriander
39,21,24,20.42936451,48.5458567,6.07201158,254.3913534,coriander
36,22,25,21.9901217,45.00251025,6.05269336,270.7359022,coriander
39,25,22,22.80693444,49.05199912,6.09908141,285.7248201,coriander
40,23,24,20.16259824,47.56626019,6.06442226,258.2650774,coriander
37,21,22,21.03172546,47.26828554,6.13556804,261.4303604,coriander
37,21,21,20.61440267,46.64357376,6.17419678,289.7032452,coriander
38,24,24,21.34844551,47.12081645,6.19661121,255.2347762,coriander
38,22,22,21.29284429,46.35936726,6.07658686,279.7662526,coriander
39,22,22,20.1476888,46.28613856,6.01391036,266.4255132,coriander
38,22,21,22.44734525,46.47725974,6.13991981,262.7591656,coriander
38,25,23,21.85652073,49.45902007,6.16327487,270.0508442,coriander
39,22,22,20.8093231,46.16963303,6.0370052,256.0713195,coriander
39,23,22,22.46525617,47.74826666,6.02546388,264.7234314,coriander
35,22,25,20.59809774,45.2456165,6.12687487,287.188963,coriander
38,22,24,20.60326368,48.31460598,6.07394688,260.6316917,coriander
37,23,25,20.78656817,48.69843876,6.05296383,279.2744957,coriander
39,21,21,20.18611557,45.21470144,6.04286131,252.5055853,coriander
36,21,21,21.51755651,49.22436346,6.0267681,298.471419,coriander
37,24,22,21.7362021,49.21912277,6.06523732,263.4221165,coriander
38,24,20,20.94023727,49.59836894,6.15462884,278.7335438,coriander
39,23,22,20.00917072,45.13336946,6.13855963,253.0493102,coriander
37,21,22,20.69908272,49.86402173,6.11418859,270.9905026,coriander
38,24,23,22.21827455,45.21435988,6.0329324,283.0472992,coriander
35,22,21,22.31914516,46.21635222,6.02479362,253.2805102,coriander
36,22,21,22.13137643,46.13919137,6.02256011,282.7079059,coriander
36,21,23,20.5532652,47.17023386,6.13578826,261.2618585,coriander
39,22,24,20.35330018,48.48671718,6.06078408,281.2499053,coriander
39,22,20,22.88586623,45.21135417,6.15249542,271.0082684,coriander
37,25,23,21.13271189,45.7129806,6.11915454,255.6553113,coriander
40,24,20,21.95418625,48.58122424,6.07344215,296.547345,coriander
35,23,24,20.94684674,46.28136544,6.0202675,266.8385171,coriander
36,24,23,20.41264915,45.42230851,6.16658589,284.272869,coriander
38,22,22,22.51929595,45.77383998,6.19512133,262.0869097,coriander
40,23,21,20.29336427,47.9218652,6.09797948,266.968844,coriander
38,21,20,21.25869576,47.23854391,6.1689881,256.6604989,coriander
35,23,20,22.96218437,48.24966301,6.04318302,291.5808499,coriander
29,17,18,33.84215145,24.22249935,6.1541046,72.62985813,dry chillies
30,17,18,33.38885405,20.27661765,6.03065246,67.12458953,dry chillies
27,18,17,34.4949873,24.63495457,6.16865574,61.71441132,dry chillies
28,18,17,34.44593889,21.72298712,6.04515945,70.4832588,dry chillies
29,18,18,33.29508476,21.83286791,6.01200383,73.26627303,dry chillies
26,18,20,34.7013282,22.52637888,6.17260106,65.33061206,dry chillies
29,15,20,32.25373421,22.53382603,6.18717681,64.52280945,dry chillies
27,20,17,34.86913993,22.42538525,6.08738993,75.37330471,dry chillies
28,19,17,34.47935558,23.58424884,6.11714119,60.61541621,dry chillies
25,17,20,33.8516794,21.73342603,6.04660293,78.51055923,dry chillies
26,19,15,34.92667952,21.85773827,6.16896802,61.35897838,dry chillies
27,15,20,34.70333918,20.51068479,6.09986164,70.5836803,dry chillies
26,19,16,34.98509143,21.3678842,6.11151628,62.20644326,dry chillies
29,18,19,34.03061639,24.81815355,6.17776889,72.69411731,dry chillies
28,16,20,33.2990318,20.5250529,6.15449825,79.80426482,dry chillies
26,16,17,33.30125674,24.46751007,6.10508756,69.27788136,dry chillies
28,18,16,32.06627536,21.68657963,6.08498443,75.04937132,dry chillies
26,20,15,33.20893913,23.18457908,6.15377163,64.66119574,dry chillies
27,17,19,33.00168819,23.09393869,6.04421337,70.42421814,dry chillies
28,17,15,34.72913161,22.6180352,6.12374063,66.65568227,dry chillies
30,15,16,34.86737396,23.70731226,6.12401556,67.69226562,dry chillies
25,18,18,33.39749661,22.64404287,6.08307837,70.35843973,dry chillies
26,17,16,32.48595216,24.6416103,6.00035231,67.50970243,dry chillies
26,18,17,32.04130039,23.30874322,6.08169381,70.8841408,dry chillies
25,16,18,32.40488312,22.47704554,6.0921402,67.4689079,dry chillies
30,17,15,32.22798637,22.03021848,6.19746222,74.45305371,dry chillies
29,16,19,34.71866198,20.10592769,6.13127863,72.49008185,dry chillies
29,16,19,33.3448396,21.81767546,6.11167196,69.03275272,dry chillies
29,18,16,33.51077618,24.67985787,6.05610097,79.34760293,dry chillies
25,17,17,33.51497348,20.59189949,6.19134704,73.0048487,dry chillies
27,17,20,32.75787949,24.09754025,6.14983233,68.30635113,dry chillies
26,17,19,34.22399991,23.97721532,6.12325336,64.05360618,dry chillies
25,19,18,32.86870646,24.88441623,6.1771348,61.43824447,dry chillies
26,16,16,32.67982175,24.87927039,6.09149373,74.10789607,dry chillies
29,16,16,33.50059015,22.69110914,6.14069015,73.84564055,dry chillies
26,20,20,34.64834745,22.28284784,6.17781092,68.42648049,dry chillies
26,17,15,32.76047008,23.58593134,6.17255939,63.83799083,dry chillies
27,17,15,34.99906445,20.45975,6.1372607,73.29314662,dry chillies
26,18,16,33.04635752,20.25650289,6.05508102,67.93840351,dry chillies
25,15,20,34.4725743,21.0595671,6.14311849,66.55414371,dry chillies
29,17,16,32.76579194,24.82751181,6.08584339,76.60171941,dry chillies
27,16,16,34.54997849,23.64505448,6.01295446,70.99779192,dry chillies
27,20,17,34.86207489,22.50867559,6.16636489,78.77337426,dry chillies
28,18,16,34.31092208,21.33145592,6.12647479,66.27497235,dry chillies
30,19,16,33.8800946,21.59201348,6.17181793,74.11978014,dry chillies
28,20,17,32.81569853,24.97659134,6.11709547,69.42640882,dry chillies
28,19,15,34.49813135,22.39487393,6.06135142,73.31245507,dry chillies
25,19,17,34.87429055,21.01562759,6.14474948,70.30779289,dry chillies
27,19,17,32.89903921,20.30253874,6.16005589,65.54879183,dry chillies
29,19,15,32.64168891,22.91294223,6.04196484,77.99369351,dry chillies
27,20,19,34.88819544,23.82978781,6.0477208,65.25294042,dry chillies
27,17,20,33.12944536,24.77778478,6.01101575,68.74366011,dry chillies
28,19,18,34.9401468,24.07776857,6.0553068,72.25764026,dry chillies
27,19,16,32.31668999,22.60523527,6.09454444,71.53986593,dry chillies
26,15,19,32.2380573,22.7913491,6.15127954,61.07673549,dry chillies
29,17,19,33.47298623,20.46255422,6.15287266,68.45391833,dry chillies
26,18,20,34.11958527,21.98696076,6.02889295,71.50043924,dry chillies
26,20,16,33.34625411,23.68322974,6.19078865,68.37420718,dry chillies
27,17,17,33.42299919,23.79486344,6.05867114,63.60907058,dry chillies
26,15,17,34.51274641,23.37361409,6.05996292,79.06548676,dry chillies
30,20,18,32.42618525,21.65135694,6.11109058,70.42789645,dry chillies
28,19,18,32.98393158,21.79258256,6.05604844,71.8928771,dry chillies
28,17,17,33.52790032,23.4184827,6.12632755,75.48129113,dry chillies
26,18,17,34.9353585,24.7699124,6.03757538,72.86754823,dry chillies
29,15,19,32.42410925,21.24928088,6.16707123,67.85564428,dry chillies
29,16,17,33.78666679,20.2185995,6.09750941,68.60570307,dry chillies
29,18,19,34.56694215,20.42084248,6.14209512,79.74384844,dry chillies
28,20,19,33.97250411,20.02792054,6.05590134,66.50548863,dry chillies
27,17,19,34.1223517,21.38230195,6.15664525,69.2572071,dry chillies
30,19,18,34.70494915,21.21406176,6.01408696,62.19245229,dry chillies
27,17,19,34.12828028,24.5685197,6.08896375,73.19184593,dry chillies
28,18,18,32.65035203,23.90055087,6.04376504,61.57626141,dry chillies
28,18,20,32.17605634,22.73852907,6.07987395,62.36748076,dry chillies
25,19,17,34.70444681,20.4818001,6.15515253,79.67534379,dry chillies
27,17,15,34.48026868,21.64932671,6.04992418,63.82825589,dry chillies
26,17,19,34.72499606,21.14022285,6.05302042,61.85324193,dry chillies
27,18,18,33.29416944,20.073449,6.05612488,69.78861924,dry chillies
25,16,17,34.39382706,20.07329848,6.19049164,73.77738497,dry chillies
27,20,16,32.8339032,24.42073008,6.10185746,66.78353094,dry chillies
26,17,19,34.79121238,22.51898114,6.01168897,61.12989601,dry chillies
25,19,18,34.32016104,21.0923502,6.16959335,61.06011596,dry chillies
28,15,17,32.93466968,23.67308018,6.00788402,74.72512591,dry chillies
25,16,19,32.13988371,21.11600532,6.18305578,63.13915497,dry chillies
27,17,18,32.30127158,22.74746056,6.18633074,64.82272863,dry chillies
29,18,16,33.10594654,21.17475442,6.1207045,65.70873503,dry chillies
27,17,20,32.17790402,20.85478495,6.01754488,69.57141466,dry chillies
29,19,19,32.62314757,22.13400109,6.19648441,68.8045471,dry chillies
26,17,17,34.63116909,21.23586888,6.05872605,68.01375296,dry chillies
27,18,17,33.99005814,21.14039574,6.12990241,60.11636389,dry chillies
26,18,19,32.39030207,23.63436358,6.17060154,76.52738731,dry chillies
25,16,16,32.843857,21.61515742,6.17311139,74.47957782,dry chillies
26,19,15,33.23100512,23.82783794,6.13895602,79.9417881,dry chillies
28,15,18,33.70239843,22.25010211,6.07447343,72.58327143,dry chillies
26,16,20,33.67224354,24.43069061,6.05224198,61.99457498,dry chillies
27,18,19,33.82293755,21.53629752,6.00326627,60.84282441,dry chillies
29,16,17,33.72839491,22.16634171,6.11946655,67.99932938,dry chillies
25,17,19,32.89412804,20.36892706,6.11255804,77.98275249,dry chillies
27,19,17,33.58462328,21.33072691,6.0928109,64.23177047,dry chillies
30,20,17,33.62348746,24.26250017,6.00878507,64.83951107,dry chillies
28,18,15,33.78781056,22.20130511,6.04483823,77.25817059,dry chillies
42,28,39,28.94015417,68.67184605,6.49962346,814.0002783,dry ginger
41,28,39,29.27910993,68.95912036,6.31449244,880.6289934,dry ginger
40,27,38,28.5049784,66.48000442,6.26581166,888.7807121,dry ginger
42,29,35,27.44606151,67.76867148,6.34063792,844.7200106,dry ginger
44,27,38,28.01919947,65.72385778,6.40609623,824.9275776,dry ginger
43,27,36,27.38520887,66.62382026,6.3008583,849.0891304,dry ginger
42,28,38,29.88743123,69.16568632,6.49224738,824.6600081,dry ginger
43,29,38,28.95521705,69.81191632,6.43430389,810.7445561,dry ginger
40,27,38,29.84536909,65.36368566,6.43026623,842.5053626,dry ginger
42,30,35,27.28317946,65.54320511,6.34396718,829.1908257,dry ginger
40,28,39,29.02737859,66.44123331,6.29322518,847.3471882,dry ginger
40,29,36,27.34006813,66.33437908,6.42341072,841.6978185,dry ginger
41,27,37,28.37040065,69.14887299,6.46644467,855.7826151,dry ginger
40,27,35,27.47225134,67.08491644,6.49338051,873.6000303,dry ginger
41,28,36,28.95793976,65.92549611,6.40693953,860.3837982,dry ginger
42,30,39,27.07105887,68.29796375,6.23961349,834.0280444,dry ginger
41,29,39,29.05953056,67.43374944,6.29131522,840.0910674,dry ginger
43,29,39,28.87248226,65.17080116,6.33828354,855.9593531,dry ginger
40,29,37,29.76404176,65.81178965,6.21620397,845.3866933,dry ginger
42,27,40,27.71359432,69.70763185,6.43975736,853.0395628,dry ginger
43,27,37,28.86509985,65.48692059,6.37384526,865.0778005,dry ginger
40,25,36,27.58418113,68.32968758,6.20433757,861.4613716,dry ginger
45,29,39,29.56289264,68.17943304,6.39259815,829.2176352,dry ginger
44,28,36,27.1231628,66.5000495,6.3768057,821.6229922,dry ginger
45,29,39,27.91664181,65.77819019,6.4704806,852.4023162,dry ginger
45,30,39,27.22924787,69.23370769,6.46476673,813.6336868,dry ginger
42,29,35,28.58605039,65.73510321,6.44257066,849.8067357,dry ginger
44,30,36,28.05280188,65.28437026,6.33699057,858.3758064,dry ginger
41,29,35,28.67103115,67.33338803,6.23323454,891.0716447,dry ginger
41,28,37,27.94632361,69.00649667,6.41220252,822.4465438,dry ginger
41,27,37,29.14800953,67.76598872,6.3620506,810.4658766,dry ginger
43,28,36,29.02396348,67.59358217,6.31595043,878.5837002,dry ginger
41,25,39,28.45286638,65.11041294,6.27161683,826.4166613,dry ginger
41,29,38,27.57689299,69.05322169,6.43643596,820.7122196,dry ginger
44,25,36,29.62107408,68.15754134,6.38558466,894.7693026,dry ginger
43,29,39,27.55132119,68.75879951,6.20093994,893.8818557,dry ginger
42,26,40,27.46995689,67.66019396,6.43154492,853.8686545,dry ginger
42,26,38,28.50600821,69.4741352,6.44759742,810.9860158,dry ginger
43,26,37,29.26313036,68.05528321,6.46439639,874.6631521,dry ginger
44,25,35,27.55737149,68.98098168,6.4849048,841.9731155,dry ginger
42,29,37,27.83113093,65.53025108,6.43444893,801.3631938,dry ginger
42,27,39,28.30497827,69.26052325,6.40060904,805.8549269,dry ginger
42,28,35,29.65906633,69.44169755,6.27228847,807.6167746,dry ginger
43,29,38,27.11143898,67.321982,6.37388289,810.8076147,dry ginger
40,30,40,28.2075168,69.48522178,6.44149449,840.8825775,dry ginger
44,27,40,29.85115257,68.51902916,6.33604381,851.6633889,dry ginger
44,28,36,28.25376219,68.54660469,6.22303217,873.7594806,dry ginger
44,26,37,29.54698175,68.46598474,6.32490446,828.7573994,dry ginger
41,28,37,27.1111077,68.96431006,6.46221094,862.9617035,dry ginger
43,26,38,29.22223776,67.14686244,6.33389562,812.1768855,dry ginger
42,27,37,28.28919314,65.47329018,6.29483954,805.3445219,dry ginger
40,27,39,27.07082447,68.26143825,6.4077028,818.0024057,dry ginger
45,27,39,27.59833282,67.00639249,6.36457685,811.8263707,dry ginger
42,28,40,27.31512523,67.9115661,6.20824857,831.449992,dry ginger
44,29,37,27.16668995,66.45933432,6.20051399,810.489339,dry ginger
41,27,40,27.01653628,67.37112725,6.20065879,853.6874603,dry ginger
43,28,38,29.57159085,66.71703561,6.29256819,895.8155289,dry ginger
42,29,36,27.55177558,69.41518919,6.2452047,814.6714577,dry ginger
42,25,37,29.01751815,68.35237754,6.32780526,825.7201277,dry ginger
42,27,39,29.61844917,66.72401344,6.30998531,843.2310796,dry ginger
44,26,38,27.68851592,69.77666405,6.42399565,852.5834768,dry ginger
42,27,36,29.32854125,65.30526656,6.46234216,874.3044209,dry ginger
43,26,37,28.1783983,67.01077343,6.47698548,832.8184248,dry ginger
43,27,40,29.10674259,65.83264151,6.3211894,837.4222953,dry ginger
45,28,36,29.74791993,66.9422829,6.36656218,815.2983409,dry ginger
41,28,39,27.77518709,65.69283196,6.4748859,863.5059638,dry ginger
43,27,40,27.43229823,65.54697985,6.29160543,892.8100061,dry ginger
43,28,35,27.17175874,65.77750382,6.42096247,801.9454765,dry ginger
42,28,36,28.25548382,66.77818313,6.49425657,824.0281187,dry ginger
42,27,38,28.46448542,67.60805638,6.39714426,801.0514198,dry ginger
43,27,38,28.59709851,69.45501317,6.43361766,805.3177555,dry ginger
43,30,36,28.87393574,66.1879123,6.26042735,812.0145222,dry ginger
44,26,39,29.7767899,67.83035095,6.38368459,869.9094995,dry ginger
42,26,36,28.17836698,69.65094849,6.32320698,803.1401214,dry ginger
45,28,39,29.00615219,65.66411164,6.2464755,802.2064221,dry ginger
43,29,38,28.02594817,65.33254248,6.38388568,827.5559101,dry ginger
41,27,38,29.13372139,66.14685696,6.42102263,824.3674487,dry ginger
40,28,37,28.6421301,68.95399598,6.21528403,863.6088422,dry ginger
41,27,36,29.44851333,69.36394845,6.42016414,860.1177753,dry ginger
42,25,38,28.27608146,68.66491154,6.36688202,884.0522601,dry ginger
41,26,36,27.65820324,68.90873471,6.48320682,851.0993918,dry ginger
42,26,36,28.16734745,68.14763759,6.21679365,899.6882973,dry ginger
43,28,37,28.7722869,67.76413922,6.33006764,804.7568966,dry ginger
44,27,36,28.11936182,65.05346331,6.33885612,852.2691287,dry ginger
41,28,36,29.50566485,66.87437127,6.35531666,830.7766717,dry ginger
44,28,37,27.23656584,67.56270472,6.36503595,827.8371958,dry ginger
43,26,36,27.5989352,69.04324916,6.30023042,856.9615796,dry ginger
44,26,38,28.02454932,68.673091,6.40918967,801.8340933,dry ginger
42,26,39,29.2202353,68.62420428,6.42031283,870.5223096,dry ginger
43,28,36,28.93385496,69.87321794,6.27747199,829.5241358,dry ginger
42,25,39,27.45454061,69.9306175,6.43132164,803.1701093,dry ginger
43,28,39,29.35008367,66.09410106,6.46332342,876.0895356,dry ginger
40,25,39,29.2236307,65.9490826,6.4851187,844.7165117,dry ginger
41,28,36,27.38668901,66.87703577,6.29731562,880.2482598,dry ginger
44,29,39,29.64899689,67.17593709,6.22619435,879.6386631,dry ginger
43,26,36,28.95931784,68.64572924,6.30326037,818.4627243,dry ginger
43,30,35,29.12147005,67.78635424,6.47194332,826.3087521,dry ginger
40,28,36,29.2323072,67.86395732,6.39107803,814.9465684,dry ginger
43,30,37,28.36702976,67.13242104,6.45106276,829.7589201,dry ginger
42,25,39,28.29838846,67.40606818,6.39607032,896.7382594,dry ginger
66,31,34,28.68184327,54.65595895,6.11996989,401.2314879,groundnut
68,34,34,31.43204559,52.64432175,6.04829866,437.8155485,groundnut
69,33,34,28.81406092,51.2371564,6.10910983,447.645432,groundnut
66,34,34,29.3527655,52.07285769,6.24197436,443.7621324,groundnut
67,31,33,30.18016921,52.91973607,6.27127954,403.0432234,groundnut
69,34,32,31.81228437,52.85464282,6.27173341,412.9407268,groundnut
66,34,31,28.66625152,51.05344911,6.24429756,441.7527405,groundnut
68,34,32,31.93991441,53.63945586,6.10391802,410.5822417,groundnut
69,35,33,29.40129852,51.18692965,6.41138071,401.3714757,groundnut
66,32,34,29.16030076,51.00585785,6.25195055,431.6769914,groundnut
69,32,32,31.5352294,53.02234034,6.14019482,422.9339783,groundnut
66,34,32,30.20326314,53.1798885,6.01532975,426.4035497,groundnut
67,34,30,30.52284033,52.06738418,6.17736439,444.0089455,groundnut
67,33,34,30.39212791,54.37794084,6.04899158,409.9456154,groundnut
66,32,33,31.07562085,51.51066608,6.00972403,417.8562176,groundnut
68,32,34,31.29167181,51.49856364,6.01556106,427.3039476,groundnut
66,31,33,30.71623634,51.58516795,6.17623661,425.7936307,groundnut
66,30,32,30.45216577,54.09193082,6.4204918,429.5813359,groundnut
68,31,33,28.30312549,52.66134956,6.24275482,416.126575,groundnut
65,34,31,28.8702501,52.65707752,6.03436119,444.057496,groundnut
65,35,32,30.96509223,50.86598886,6.36698356,400.8923712,groundnut
69,34,30,29.77665401,52.96061765,6.35816736,433.0167899,groundnut
66,31,31,28.93342866,50.55412841,6.14003386,447.0588879,groundnut
67,34,31,29.48959358,54.31157206,6.45738143,418.5091435,groundnut
67,30,31,28.00893769,53.09285164,6.17978521,439.4730802,groundnut
68,35,35,28.5524833,50.00585319,6.27051394,423.6247963,groundnut
69,31,30,30.71852268,53.43822421,6.01493341,427.5194167,groundnut
67,35,31,29.3413377,50.29684311,6.42213267,412.0265453,groundnut
67,32,32,31.16770446,53.25460107,6.07593638,448.4194299,groundnut
69,32,32,31.35081198,54.4899347,6.09782096,423.5915637,groundnut
68,32,34,29.97491397,54.55031753,6.38802491,400.932894,groundnut
66,33,31,31.62613218,53.76104041,6.07930629,443.6797795,groundnut
66,35,32,30.4879966,51.84349296,6.21650874,424.6851731,groundnut
69,34,33,28.5420596,52.18439797,6.3712019,443.2441687,groundnut
67,32,34,30.52469042,54.06278216,6.42121865,445.3610496,groundnut
65,30,34,28.8229261,51.32140887,6.14274775,439.389749,groundnut
68,33,33,31.64485961,53.96474571,6.21555143,435.9731174,groundnut
67,30,32,30.09813531,51.20717711,6.46842286,438.9650545,groundnut
69,30,31,30.39391867,54.30533866,6.46967282,432.7877324,groundnut
68,34,33,30.47408666,54.13887056,6.03491084,427.842621,groundnut
68,32,32,29.58966086,51.44627989,6.01214776,436.5878213,groundnut
69,34,31,29.32841017,52.37641267,6.21859183,446.7229883,groundnut
66,31,33,30.49730057,52.39485054,6.39723877,435.5567129,groundnut
66,31,31,29.04978823,51.0364032,6.30664579,411.4058139,groundnut
67,31,32,28.28896271,52.40182282,6.02953923,434.1174634,groundnut
68,32,33,28.67401736,51.62149275,6.20724914,411.3637073,groundnut
68,33,31,31.43076514,52.9677239,6.33314313,402.9413502,groundnut
66,33,34,29.03587657,52.63377356,6.05950374,420.9011925,groundnut
68,33,31,29.77919444,51.37507036,6.2177107,412.51145,groundnut
68,33,33,31.78715217,50.55320899,6.09332873,406.4924928,groundnut
66,32,32,31.8370495,51.28811797,6.36348047,408.0544,groundnut
